#rain.dat		rainfall																						
@dataValueAttribs																								
rain	0	9999	mm																					
@dataSetAttribs																								
missingDataVal	-9999																							
dataStart	01.02.1993 07:30																							
dataEnd	31.12.1999 07:30																							
tres	d																							
@statAttribVal																								
name	Serala	New Agatha	Monavein	Mamathola	Thabina	Letaba	Berlyn	Haenertsburg	Letaba Drift	Broederstrom	Glenshiel	Stampblokfo	Eiland	Black Hilss	Modjadji Na	Merensky	Zomerkomst	Duiwelskloo	Westphalia	Vergelegen	Belvedere	De Hoek	Kondowi	
ID	635873W	679267W	679268W	679209W	679508W	679562A	679654W	678776W	679086W	678858W	678836W	678863W	680280W	680225W	679608W	679227W	679197W	679194W	679164W	679141W	679135W	679019W	680494W	
30.07.1996	7:30	0	1.3	0	0	0	0	0	0	0.6	0	1	0	0	0	2.5	0	0	2.5	0	0	4.5	0	0
31.07.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02.08.1996	7:30	0	2	0	0	0	0	0	0	4.6	0.3	0.5	8	0	0.5	0	0	0	0	0	2	0	2.4	0
03.08.1996	7:30	2	37	23.5	0	0	0	0.8	0	6.3	12	13	12	0.4	0	0	0	20	0	0	17.5	14	15.5	1
04.08.1996	7:30	0	38.2	49	64.5	4.5	7.5	3.6	18	4.1	25.5	32	10	3.4	0	37	35	21	3.2	22	28.5	20	26.3	2.3
05.08.1996	7:30	0	0.7	0.9	0	0	5.4	0	0.6	4.7	0	1	0	0	0	0	10	0	0	0	0	2	0	0
06.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.08.1996	7:30	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0	0	0	0	0	0	0	0	1.7	0
15.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.08.1996	7:30	0	0.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.6	0	1.5	0
18.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	1.2	0
19.08.1996	7:30	0	1.7	8.5	0	0	0	0.7	5.5	3	7	4	8	0.2	0	0	0	0	0	0	1	3	4	0.9
20.08.1996	7:30	0	11	0	12.5	2.5	5	3.7	8	8.8	9.5	11	10.5	4	0	6.5	11	12	1	10.5	3.5	10	6.3	2.4
21.08.1996	7:30	0	0	0	0	0	0	0	0	0.8	1.6	1.5	0	0	0	0	0	0	0	0	0	2	1.7	0
22.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	1.2	0
26.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	1.2	0
27.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31.08.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03.09.1996	7:30	0	0	0	0	0	6.5	0	1	0.4	0.8	1	0	0	0	0	0	0	0	0	0	0	1.3	0
04.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.09.1996	7:30	0	0.7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.09.1996	7:30	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	1.7	9.5	0	0
19.09.1996	7:30	2.3	11	11.5	14.5	1.3	6.7	2.7	1.5	8.7	7.5	7.5	8.5	0.2	1.5	0	6	0	8	0	0	6	4.5	2.6
20.09.1996	7:30	0	0	6.2	0	0	0	0	0	3.5	2	0.5	1.5	1.1	0	0	0	0	7	0	0	0	1.6	3.2
21.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0
22.09.1996	7:30	0	11	2.2	7.5	1	6.8	2	3.5	0.6	10	3	0	0	0	0	0	5	2	16.5	0	2	3.8	2.8
23.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26.09.1996	7:30	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.8	0
27.09.1996	7:30	0	0	0	0	0	0	2.1	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	2.8
28.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30.09.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01.10.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02.10.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03.10.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04.10.1996	7:30	0	0	0	0	2.3	5.5	1.2	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1
05.10.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06.10.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07.10.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08.10.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0
09.10.1996	7:30	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0.7	0
10.10.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.10.1996	7:30	0	0	0	0	0	0	0	26.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12.10.1996	7:30	32	16.8	15.2	0	14.7	0	0	0	27.2	15	21	15	14	15	0	0	21	15	0	20	23.5	0	11.1
13.10.1996	7:30	0	0	0	17	0	6.4	12.4	0	0	0	0	0	0	0	40	17	0	0	15.5	0	0	18.7	0
14.10.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.10.1996	7:30	0	0	0	0	0	0	0	0	0	4.5	2	2	0	0	0	0	0	0	0	1	0	3.4	0
16.10.1996	7:30	0	3	2.5	0	0	0	0	0	0	1.2	0.5	2	0	0	0	0	0	0	0	1	0	1.6	0
17.10.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.10.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.10.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.10.1996	7:30	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	0
21.10.1996	7:30	0	0.4	0.8	0	3.9	5.4	3.2	0.5	0	0	0	0.5	0.3	3.5	0	37	0	1.5	0	1.5	1	14.1	2.8
22.10.1996	7:30	31	17	17.1	26	5.4	6.8	10.9	13	2.3	17.8	12	30	1.8	2	20	0	12	30	39.5	8	23	35.1	3.7
23.10.1996	7:30	30	40.7	37	43	16.8	6	0	0	54.6	31.4	33	28	8.3	24.5	19	0	28.5	10	4.2	35	21.5	2	9.9
24.10.1996	7:30	0	1	0	3.5	0	0	0	10.5	0.8	0	6	0	0	0	0	0	0	0	0	3	1	1.8	0
25.10.1996	7:30	0	0	0	0	0	0	0	0	3.5	0	0.5	0	0	0	0	0	0	0	0	2.5	0.5	0	0
26.10.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27.10.1996	7:30	0	0	0	0	4.2	5.5	2	12.5	0	0	7.5	2	0	0	0	0	0	0	0	0	0	0	2.8
28.10.1996	7:30	8.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
29.10.1996	7:30	0	1.5	0	7	0	5.4	0	0	0.3	5	1	3	0	0	0	0	0.5	0	0	1.5	1.5	4.7	0
30.10.1996	7:30	4	7	10.4	3.5	3.3	5.5	2.8	0	6.4	10	8	15	2.9	0	0	0	3	3.5	0	0	2	6.6	3.4
31.10.1996	7:30	0	0.3	0.7	0	0	0	0	7.5	0	0	1.5	0	0	0	0	0	0	2	0	0	1.5	0	0
01.11.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02.11.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03.11.1996	7:30	0	0	0	0	3.5	7.5	3	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7
04.11.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05.11.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06.11.1996	7:30	0	0	0	0	0	0	0	0	0	8	2	2	0	0	0	0	0	0	0	0	1	5.4	0
07.11.1996	7:30	0	1.2	0	0	3.9	7.5	3.7	4.5	1.7	2	1.5	0	0	0	0	0	0	0	0	0	0.5	2.5	0
08.11.1996	7:30	0	33	25	0	0	0	2	0	6	4	7.5	16.5	1.7	0	0	0	0	0	0	0	0	3.5	4
09.11.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	3.2
10.11.1996	7:30	0	0	0	0	4.8	7.5	3.4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9
11.11.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9
12.11.1996	7:30	0	0	0	0	4.9	0	3.5	0	0	0	0	0	0	10.5	0	0	0	0	0	0	0	0	5
13.11.1996	7:30	36	39.5	31	67.5	11.9	0	5.9	29.5	44.2	32	26.5	30	9.7	7.5	20	68	48.5	36	0	45.5	36.5	0	7.3
14.11.1996	7:30	0	25.5	0	17.5	16.1	8.1	10.8	23.5	8.6	19	34.5	20	6	21	13.5	18	21	22	58	44.5	28.5	38.5	4.6
15.11.1996	7:30	0	0	0	0	3.1	7.7	4.9	0	3.7	0.2	0.5	0	0.4	0	0	0	0	0	0	1	1.2	31.9	3.8
16.11.1996	7:30	13	0	8.5	0	3.6	7.5	3.2	0	7.7	10.5	7	9.5	17.5	0	9	7	0	8	0	7	7.5	2.1	5.9
17.11.1996	7:30	0	7.5	0	7.5	0	7.6	7.8	0.3	0	0	0	0	0.5	0	0	7	7	0	0	0.5	0	9.9	3.2
18.11.1996	7:30	0	12	15	0	0	7.6	1.9	3	1.2	1.4	3	0	0	0	0	0	0	0	0	0.5	0	2.5	0
19.11.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0
20.11.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.11.1996	7:30	0	4	4.3	0	3.6	7.6	8.6	3	4.5	10	3	6.2	16	0	0	0	6.5	0	11.5	7.5	13	9.9	6.3
22.11.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2.9	0
23.11.1996	7:30	0	0	4.5	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	2	0	0	0
24.11.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0
25.11.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	2.5	0
26.11.1996	7:30	17	21	16	24	8.8	7.6	6.4	17	17.6	25.1	32	59.5	4.5	2	0	10	11	14	0	12.5	17.5	19.5	5.3
27.11.1996	7:30	0	12.5	0	10.5	7.1	7.6	5.6	16.5	3.8	23	15.5	37	4	10.5	0	8.5	9.5	13	23	15	15.5	19.7	4.9
28.11.1996	7:30	0	12.5	9.5	12.5	10.8	7.7	8.1	18	11.7	16.9	12.5	12	7.5	0	0	15	14	16	16	15	15	16.8	6
29.11.1996	7:30	26	0	0	0	1.8	7.6	2.4	0	0	0	0	11	0	3	0	6	0	0	0	0	0	0	3.4
30.11.1996	7:30	0	0	26.4	7.5	0	7.5	2.2	0	40.3	7.8	40.5	22	1.2	0	0	0	4	7	8	28.5	11	18.9	3.3
01.12.1996	7:30	0	12	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
02.12.1996	7:30	0	3	14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03.12.1996	7:30	0	0.6	0	0	3.4	10.9	3.5	5.5	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0
04.12.1996	7:30	0	11.5	11	13.5	5.3	10.8	4.3	12.5	3.2	25.5	9.5	10	0	0	0	0	3.5	3.4	3	9.5	5.5	7.1	4.2
05.12.1996	7:30	0	3	0	0	4.5	10.9	3.9	9.5	10.5	2.5	14	5	0.3	0	0	0	0	1.2	0	1.5	2	12.6	4.5
06.12.1996	7:30	0	0	0	0	17.3	10.6	9	56.5	1.3	1.4	30.5	2.5	0	0	0	0	0	0.9	0	8	1.5	7.2	4.3
07.12.1996	7:30	0	0	3	0	0	0	0	0	9.7	14.1	4	1	1.3	2	0	0	0	10.5	0	2.5	10.5	3.6	6.3
08.12.1996	7:30	44	7.5	6	13	13.5	10.3	7.9	40	10.2	15	37.5	14	0	4	35	10.5	13	0	15	6.5	0	10.9	5.9
09.12.1996	7:30	6	2	0	5	8.6	10.8	6.5	19.5	0.8	17.3	12	6	3	0	0	2.5	3	3.2	3.4	13.5	4.5	15.4	5.3
10.12.1996	7:30	0	2	0	0	1.9	10	3.2	0.2	2.9	8.5	0	0	1	0	0	45	15.5	28.6	41.6	29.5	42.5	25.6	4.1
11.12.1996	7:30	0	0	14	0	3.2	10.7	3.4	5	0	9.4	8	27.5	0	0	0	0	7.5	0	0	0	0	7.3	4.1
12.12.1996	7:30	0	13	17.5	16	0	10.7	0	0	11.8	14.7	4.5	10	0	0	0	6.5	0	9	0	4	10	5.3	0
13.12.1996	7:30	0	0	0	0	0	0	0	0	0	2.9	4.5	1.5	0	0	0	0.4	0	0	0	0	0	7.4	0
14.12.1996	7:30	0	0	4.7	0	0	0	0	0	0	0	0	0	0	0	0	15.5	0	0	0	0	0	2.7	0
15.12.1996	7:30	0	18	17.5	0	0	10.8	12.2	0	14.7	20.9	3.5	7.5	23	20.5	0	0	0	14	22.2	19	16	20.9	7.5
16.12.1996	7:30	20	0	0	0	6.8	0	2.3	0	0	0	0	0	0	0	13	0	14	5.9	0	0	9.5	0	3.7
17.12.1996	7:30	0	0	10.5	0	0.3	0	3.8	0	0	0	0	0	0	2	0	0	0	0.3	0	0	0	5.5	4.3
18.12.1996	7:30	8	15	0	34.5	4.3	10	5.4	9	13.3	10	2	12.5	4	0	0	30	26.5	19.6	0	20.5	28	25.9	4.9
19.12.1996	7:30	0	0	0	5.5	4.9	10.7	2.9	11	7.6	31.1	20	4.5	2.5	0	0	6	7	11.8	0	19.5	18	13	4
20.12.1996	7:30	0	0	0	0	0	0	2.2	0	0	0.2	1	0	0.1	0	0	0	0	0	0	1.5	0	2.4	3.7
21.12.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22.12.1996	7:30	24	0	7	0	1.9	11	2.9	0.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
23.12.1996	7:30	0	0	0	0	7.5	10.8	5.1	20.6	9.7	0	13	4	0	0	0	0	0	0	0	0.5	0	1.8	4.8
24.12.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.12.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26.12.1996	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
27.12.1996	7:30	0	0	1.3	0	0	0	0	0	45.2	36	30	30	0	0	0	0	0	2.8	0	18.5	4.5	1.8	0
28.12.1996	7:30	10.4	0	17.2	0	0	0	0	0	0.6	6	6	11.5	0	0	0	0	0	0	0	3.5	0	26.6	0
29.12.1996	7:30	0	24	0	0	31.9	10.3	14.8	110	0	0	0	0	0	0	0	0	0	0	26.5	0	0	6	8.5
30.12.1996	7:30	0	0	0	0	2	11	2.9	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
31.12.1996	7:30	5	0	0	0	7.8	10.7	5.2	0	0	0	0	0	0	0	0	7.5	0	0	0	0	0	0	4.8
01.01.1997	7:30	5.5	0	2	0	4.4	6.9	3.3	16	4.2	13.5	12	14	0.9	0	0	0	0	0.1	0	23	0	18.1	3.7
02.01.1997	7:30	0	0	0	0	0	0	0	1	2	3.5	2.5	2	0	0	0	0	0	0.3	0	0	4	2.2	0
03.01.1997	7:30	0	0	0	0	0	0	2.2	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	3.1
04.01.1997	7:30	0	0	3	0	0	0	0	0	0	0	2.5	3	0	0	0	0	0	0	0	0	0	0	0
05.01.1997	7:30	0	7.8	4.2	0	0	0	0	3	7.6	12.5	4	6.5	0	0	0	0	0	0	0	6.5	0	6.3	0
06.01.1997	7:30	2.5	5	0	27	0	16.2	0	0	0	17.5	0	4.5	0	0	0	30	58	20	20.2	5	60	11.7	3.7
07.01.1997	7:30	13.5	0	4.2	0	5.1	7	3.3	6	0	1.5	2.5	0.5	0	0	0	0	0	0	0	0	0	3.8	4
08.01.1997	7:30	0	0	31.3	0	6.1	8.3	3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5
09.01.1997	7:30	34.5	24	0	48	4.4	15.3	2.9	1	4.2	4.5	0	3.8	28.8	23.5	60	11	21	42	48	10	25	0	12.9
10.01.1997	7:30	60	0	42	0	17.5	14	20.3	27.5	64.3	57	50	58.5	23.9	7	0	62	24.3	63	0	77	106.5	7.6	7.9
11.01.1997	7:30	0	114.5	67.5	0	2.9	7.8	11	0	66.4	50.5	43	45.9	33	24	20	30	5.9	40.5	0	67	55	64.4	17.8
12.01.1997	7:30	5	6	4.9	78	32	11.3	29.3	70.5	8.7	22	7	19.8	1.8	0	0	6	6.9	3.5	80.7	11	0	56.6	2.7
13.01.1997	7:30	0	0	0	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	4.2
14.01.1997	7:30	0	0	0.5	0	0	7.7	4.2	0	0	3.5	0.5	18	1.4	0	0	0	0	1	0	0	2.5	2.2	7.6
15.01.1997	7:30	0	7	4.2	5.5	5.9	12.7	10.4	5.5	9.6	19.8	8	72	3.5	0	0	7	4.5	6.5	6	15.5	1.5	17.2	4.4
16.01.1997	7:30	45.5	52.5	48	0	16.5	10.3	4.6	19	41.2	78.4	25	75	10.5	34.5	58	0	35.5	40	0	62	82	66.7	3.9
17.01.1997	7:30	0	0	24	0	0	7.3	3.6	0	37.9	101.5	37	7.5	7.8	0	0	40	0	27	0	44	23.5	68.2	2.4
18.01.1997	7:30	0	0	3.3	0	0	7.6	0.9	0	8.1	13	3	0	0.5	0	0	8	0	3	0	4	3.5	8.5	5.8
19.01.1997	7:30	0	42.5	0	34	0	11.2	7.1	25	4.3	6	3.5	0	0	0	0	11	0	0	0	3	0	4.8	3.5
20.01.1997	7:30	0	4	1.6	0	12.5	6.9	2.9	1	0	4	1	10	0	0	0	9	19	5.5	0	0.5	2.5	2.7	4.2
21.01.1997	7:30	0	2.5	2.2	14.5	4.4	7.9	4.1	0	0	4.5	1	2.5	0	0	0	0	0	0	0	2.5	0	3.9	10
22.01.1997	7:30	3.5	1	14	0	6.6	13.7	14.8	7.5	14.7	13.5	14.5	6	0	11	20	23.5	5.5	4.5	46.2	7	35	10.2	2.3
23.01.1997	7:30	12	15.2	0	10	12.8	7.4	0.7	20	17.4	30.5	24.5	25	20.4	0	40	9.5	30	45.5	0	22.5	30	25.5	0
24.01.1997	7:30	0	0	3.9	0	0	0	0	0	6.3	11	11	12	0.1	0	50	1	0	11	0	7	7	9.1	0
25.01.1997	7:30	0	0	0	0	0	0	0	0	10.3	22.7	4	2.5	0	0	60	0	0	14.5	0	2	6.5	11.9	0
26.01.1997	7:30	3	15.5	7.5	0	8	10.6	21.1	11.5	2.2	0.2	0	14.5	0	0	35.5	15.5	14	3	39.8	50	0	25.4	0
27.01.1997	7:30	26.5	31.5	29.5	12	10.6	13.8	9.5	19.5	36.4	16.1	24	40	52.3	38	0	27.5	28.4	26.5	22.2	2.5	22	9.1	13.4
28.01.1997	7:30	22.5	6	0	5	16.1	11.8	11.8	16	0	9	19.5	17	1	0	0	7.5	29	17	13	4.5	19	6.9	7.1
29.01.1997	7:30	32	7	9	8.5	8.2	11.4	6.2	11	21	7.5	7	7	9	2	20	3.4	31.5	8.5	0	4.5	24	6.2	8.3
30.01.1997	7:30	35.5	9	11.6	0	10.3	14.5	6.1	18.5	31.6	13.5	15.5	16	2.5	0	28	60	7.5	54	56.6	59.5	44.5	36.1	5.3
31.01.1997	7:30	0	0	7.5	0	0	8.4	0	0	14	31	4	6	0	0	0	0	0	3	0	8	4.5	18.6	5.3
01.02.1997	7:30	0	0	0.7	0	10.1	11.4	0.3	0	0	17.7	3.5	22	32	8.5	16.5	20	30	0	0	9.5	29	13	2.4
02.02.1997	7:30	0	20	7.5	27	4.6	12.1	15.3	15	18.5	0	0.5	11	0	0	0	10	41	0	65	10.5	44	10.5	11.8
03.02.1997	7:30	0	3	2.7	0	0	0	0.5	0.2	0	11	0	0	0	0	0	28	0	0	0	0	0	0	2.6
04.02.1997	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05.02.1997	7:30	0	2.5	2.9	6.5	0	0	0	0	0	3.5	2	6.5	0	0	21	0	0	0	0	0	0	1.8	0
06.02.1997	7:30	0	0	1.6	0	0	0	0	0	0	0	0	0	0	16	17.5	0	0	0	0	0	0	0	0
07.02.1997	7:30	0	0	4.6	0	9.8	0	5.7	0	16.6	84	32	42	16.5	0	0	46.5	0	66	0	58	70.5	93.4	5.8
08.02.1997	7:30	27.5	0	12.3	0	4.9	11.8	3	0	16.2	20.5	15.5	18.5	0	4	0	4	0	6	0	9.5	5	0	4.1
09.02.1997	7:30	4	22	2.3	32	12.7	12	0.7	58	3.1	11	13	4.5	0	0	0	0	53	4	79.1	2.5	1.5	3.5	2.7
10.02.1997	7:30	0	2.5	1.9	0	6.7	10.8	4.5	0	0	5	0	3.5	0.5	0	0	4	15.5	12	11.6	11.5	16.5	6.6	5
11.02.1997	7:30	0	21.5	20	0	0	11	1.5	0	0	23.5	2.5	9	0	8.5	0	14	8	1.5	3	10.5	3.5	21.8	3.2
12.02.1997	7:30	0	0	3.2	0	4.7	10.9	0.6	0.6	18.5	0	0	1.5	0	0	0	12	0	0	0	2	0	0	2.6
13.02.1997	7:30	15	21.5	25.5	25	20.7	11.3	14.5	20	16.6	38.2	26.5	66.5	14.5	33	0	11.5	19.5	24.5	21	62	30	49.3	11.3
14.02.1997	7:30	0	0	9	0	0	0	0	0	5.8	5	3.5	4	0.1	0	0	0	0	1.5	0	8	5	6.6	0
15.02.1997	7:30	0	0	0.1	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	2.5	0	1.5	0
16.02.1997	7:30	0	8.5	0	0	0	10.5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
17.02.1997	7:30	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
18.02.1997	7:30	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0.7	0
19.02.1997	7:30	0	0.6	0	0	0	10.4	0	0	0	3	0	0.5	0	0	0	0	1.5	1	0	1	1.5	2.3	0
