# J2K model output
# 
#date/time	precip	tmean	rhum	rain	snow	potETP	netRain	netSnow	throughfall	interception	intercStorage	actETP	snowDepth	snowTotSWE	snowMelt	satMPS	satLPS	actDPS	actMPS	actLPS	percolation	actRG1	actRG2	reachOutRD1	reachOutRD2	reachOutRG1	reachOutRG2	channelStorage	simRunoff	obsRunoff
2004-02-22 00:00	0.0	0.327	73.44176212145173	0.0	0.0	0.025261862677373174	0.0	0.0	0.0	0.0	0.0	0.02512152064496704	0.0	0.0	0.0	0.8781557033075962	0.0	0.0	73.58419495765428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1
2004-02-22 01:00	0.0	0.495	73.59413473992313	0.0	0.0	0.03045026906345281	0.0	0.0	0.0	0.0	0.0	0.030278678643157548	0.0	0.0	0.0	0.8777355938289595	0.0	0.0	73.55391627901109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.87
2004-02-22 02:00	0.0	0.164	75.70035777879488	0.0	0.0	0.019405213320644696	0.0	0.0	0.0	0.0	0.0	0.019293975663933968	0.0	0.0	0.0	0.8774679420638094	0.0	0.0	73.53462230334718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.43
2004-02-22 03:00	0.0	-0.319	88.39870479150619	0.0	0.0	0.009014705364796417	0.0	0.0	0.0	0.0	0.0	0.008962464799683843	0.0	0.0	0.0	0.8773436264719172	0.0	0.0	73.5256598385475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
2004-02-22 04:00	0.0	-0.431	89.30052530056892	0.0	0.0	0.008258407423145717	0.0	0.0	0.0	0.0	0.0	0.008210307652487831	0.0	0.0	0.0	0.8772297499880617	0.0	0.0	73.51744953089498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.63
2004-02-22 05:00	0.0	-0.375	92.13128901524499	0.0	0.0	0.006096231869906853	0.0	0.0	0.0	0.0	0.0	0.006060561058864858	0.0	0.0	0.0	0.8771456945539551	0.0	0.0	73.51138896983613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.81
2004-02-22 06:00	0.0	-0.329	92.26018670425223	0.0	0.0	0.0060083867169408315	0.0	0.0	0.0	0.0	0.0	0.005973110003144709	0.0	0.0	0.0	0.8770628550618723	0.0	0.0	73.50541585983301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.99
2004-02-22 07:00	0.0	-0.19	91.16699515920092	0.0	0.0	0.006911559157778374	0.0	0.0	0.0	0.0	0.0	0.006870843375915188	0.0	0.0	0.0	0.8769675686242108	0.0	0.0	73.49854501645709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.08
2004-02-22 08:00	0.0	0.209	87.67034665772286	0.0	0.0	0.009898833076881459	0.0	0.0	0.0	0.0	0.0	0.009840294104161774	0.0	0.0	0.0	0.8768311069171624	0.0	0.0	73.4887047223529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.67
2004-02-22 09:00	0.0	1.057	85.58454437252395	0.0	0.0	0.012169816601721044	0.0	0.0	0.0	0.0	0.0	0.012097449498013823	0.0	0.0	0.0	0.8766633539628804	0.0	0.0	73.47660727285489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.95
2004-02-22 10:00	0.0	2.433	73.21328292411147	0.0	0.0	0.03809848640331146	0.0	0.0	0.0	0.0	0.0	0.03787020955196692	0.0	0.0	0.0	0.8761383942248807	0.0	0.0	73.43873706330294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.83
2004-02-22 11:00	0.0	2.67	84.0864052025506	0.0	0.0	0.04464483145185205	0.0	0.0	0.0	0.0	0.0	0.044371488330926016	0.0	0.0	0.0	0.8755235821754662	0.0	0.0	73.39436557497204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.84
2004-02-22 12:00	0.0	2.483	83.24045517149425	0.0	0.0	0.05855690004346783	0.0	0.0	0.0	0.0	0.0	0.05818942016314743	0.0	0.0	0.0	0.8747175495536775	0.0	0.0	73.33617615480888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.23
2004-02-22 13:00	0.0	2.458	84.25355912689633	0.0	0.0	0.061582960055663084	0.0	0.0	0.0	0.0	0.0	0.06118389793468992	0.0	0.0	0.0	0.8738703330572186	0.0	0.0	73.27499225687417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.71
2004-02-22 14:00	0.0	2.198	83.62015779551889	0.0	0.0	0.06237802533464724	0.0	0.0	0.0	0.0	0.0	0.0619600638912187	0.0	0.0	0.0	0.8730126908114105	0.0	0.0	73.21303219298296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.59
2004-02-22 15:00	0.0	1.142	84.89717806127877	0.0	0.0	0.05941545738160509	0.0	0.0	0.0	0.0	0.0	0.05900366172283402	0.0	0.0	0.0	0.8721963446700071	0.0	0.0	73.15402853126014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.87
2004-02-22 16:00	0.0	0.508	85.8826790288238	0.0	0.0	0.04965636703748569	0.0	0.0	0.0	0.0	0.0	0.04930112290250785	0.0	0.0	0.0	0.8715144990984163	0.0	0.0	73.10472740835762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.74
2004-02-22 17:00	0.0	-0.178	77.72009353709336	0.0	0.0	0.0476493083397442	0.0	0.0	0.0	0.0	0.0	0.047299429623303454	0.0	0.0	0.0	0.870860514378079	0.0	0.0	73.05742797873434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.63
2004-02-22 18:00	0.0	-0.732	78.59485394319854	0.0	0.0	0.03533102674148848	0.0	0.0	0.0	0.0	0.0	0.03506507646909872	0.0	0.0	0.0	0.8703758316500815	0.0	0.0	73.0223629022652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.96
2004-02-22 19:00	0.0	-1.153	84.95915963667895	0.0	0.0	0.017225283908977082	0.0	0.0	0.0	0.0	0.0	0.017093267205776023	0.0	0.0	0.0	0.87013961523732	0.0	0.0	73.00526963505945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.36
2004-02-22 20:00	0.0	-1.186	87.84425465374721	0.0	0.0	0.00932201911651545	0.0	0.0	0.0	0.0	0.0	0.0092499774023223	0.0	0.0	0.0	0.8700117647831279	0.0	0.0	72.99601965765709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.66
2004-02-22 21:00	0.0	-1.228	89.22608060347575	0.0	0.0	0.00859982021844632	0.0	0.0	0.0	0.0	0.0	0.008533037263063583	0.0	0.0	0.0	0.8698938318584237	0.0	0.0	72.9874866203941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.21
2004-02-22 22:00	0.0	-1.484	93.35487439803973	0.0	0.0	0.004827151140041916	0.0	0.0	0.0	0.0	0.0	0.0047894977781393535	0.0	0.0	0.0	0.8698276416683514	0.0	0.0	72.98269712261592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.37
2004-02-22 23:00	0.0	-1.25	93.86526092031616	0.0	0.0	0.004568917934695493	0.0	0.0	0.0	0.0	0.0	0.004533189679089689	0.0	0.0	0.0	0.8697649958775597	0.0	0.0	72.97816393293685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.26
